Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_002901205.1	Primary Assembly	Un			PDCF01015729.1	Chromosome		NW_019782816.1	unplaced-scaffold	2005			scaffold15724_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015730.1	Chromosome		NW_019782817.1	unplaced-scaffold	2005			scaffold15725_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015731.1	Chromosome		NW_019782818.1	unplaced-scaffold	2005			scaffold15726_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015732.1	Chromosome		NW_019782819.1	unplaced-scaffold	2005			scaffold15727_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015733.1	Chromosome		NW_019782820.1	unplaced-scaffold	2005			scaffold15728_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015734.1	Chromosome		NW_019782821.1	unplaced-scaffold	2005			scaffold15729_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015735.1	Chromosome		NW_019782823.1	unplaced-scaffold	2005			scaffold15730_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015736.1	Chromosome		NW_019782824.1	unplaced-scaffold	2005			scaffold15731_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015737.1	Chromosome		NW_019782825.1	unplaced-scaffold	2005			scaffold15732_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015738.1	Chromosome		NW_019782826.1	unplaced-scaffold	2005			scaffold15733_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015739.1	Chromosome		NW_019782827.1	unplaced-scaffold	2004			scaffold15734_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015740.1	Chromosome		NW_019782828.1	unplaced-scaffold	2004			scaffold15735_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015741.1	Chromosome		NW_019782829.1	unplaced-scaffold	2004			scaffold15736_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015742.1	Chromosome		NW_019782830.1	unplaced-scaffold	2004			scaffold15737_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015743.1	Chromosome		NW_019782831.1	unplaced-scaffold	2004			scaffold15738_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015744.1	Chromosome		NW_019782832.1	unplaced-scaffold	2004			scaffold15739_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015745.1	Chromosome		NW_019782834.1	unplaced-scaffold	2004			scaffold15740_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015746.1	Chromosome		NW_019782835.1	unplaced-scaffold	2003			scaffold15741_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015747.1	Chromosome		NW_019782836.1	unplaced-scaffold	2003			scaffold15742_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015748.1	Chromosome		NW_019782837.1	unplaced-scaffold	2003			scaffold15743_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015749.1	Chromosome		NW_019782838.1	unplaced-scaffold	2003			scaffold15744_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015750.1	Chromosome		NW_019782839.1	unplaced-scaffold	2003			scaffold15745_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015751.1	Chromosome		NW_019782840.1	unplaced-scaffold	2003			scaffold15746_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015752.1	Chromosome		NW_019782841.1	unplaced-scaffold	2003			scaffold15747_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015753.1	Chromosome		NW_019782842.1	unplaced-scaffold	2003			scaffold15748_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015754.1	Chromosome		NW_019782843.1	unplaced-scaffold	2003			scaffold15749_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015755.1	Chromosome		NW_019782845.1	unplaced-scaffold	2003			scaffold15750_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015756.1	Chromosome		NW_019782846.1	unplaced-scaffold	2003			scaffold15751_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015757.1	Chromosome		NW_019782847.1	unplaced-scaffold	2003			scaffold15752_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015758.1	Chromosome		NW_019782848.1	unplaced-scaffold	2002			scaffold15753_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015759.1	Chromosome		NW_019782849.1	unplaced-scaffold	2002			scaffold15754_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015760.1	Chromosome		NW_019782850.1	unplaced-scaffold	2002			scaffold15755_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015761.1	Chromosome		NW_019782851.1	unplaced-scaffold	2002			scaffold15756_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015762.1	Chromosome		NW_019782852.1	unplaced-scaffold	2002			scaffold15757_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015763.1	Chromosome		NW_019782853.1	unplaced-scaffold	2002			scaffold15758_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015764.1	Chromosome		NW_019782854.1	unplaced-scaffold	2002			scaffold15759_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015765.1	Chromosome		NW_019782856.1	unplaced-scaffold	2002			scaffold15760_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015766.1	Chromosome		NW_019782857.1	unplaced-scaffold	2002			scaffold15761_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015767.1	Chromosome		NW_019782858.1	unplaced-scaffold	2001			scaffold15762_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015768.1	Chromosome		NW_019782859.1	unplaced-scaffold	2001			scaffold15763_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015769.1	Chromosome		NW_019782860.1	unplaced-scaffold	2001			scaffold15764_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015770.1	Chromosome		NW_019782861.1	unplaced-scaffold	2001			scaffold15765_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015771.1	Chromosome		NW_019782862.1	unplaced-scaffold	2001			scaffold15766_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015772.1	Chromosome		NW_019782863.1	unplaced-scaffold	2001			scaffold15767_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015773.1	Chromosome		NW_019782864.1	unplaced-scaffold	2001			scaffold15768_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015774.1	Chromosome		NW_019782865.1	unplaced-scaffold	2001			scaffold15769_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015775.1	Chromosome		NW_019782867.1	unplaced-scaffold	2001			scaffold15770_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015776.1	Chromosome		NW_019782868.1	unplaced-scaffold	2000			scaffold15771_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015777.1	Chromosome		NW_019782869.1	unplaced-scaffold	2000			scaffold15772_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015778.1	Chromosome		NW_019782870.1	unplaced-scaffold	2000			scaffold15773_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015779.1	Chromosome		NW_019782871.1	unplaced-scaffold	2000			scaffold15774_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015780.1	Chromosome		NW_019782872.1	unplaced-scaffold	2000			scaffold15775_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015781.1	Chromosome		NW_019782873.1	unplaced-scaffold	2000			scaffold15776_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015782.1	Chromosome		NW_019782874.1	unplaced-scaffold	2000			scaffold15777_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015783.1	Chromosome		NW_019782875.1	unplaced-scaffold	2000			scaffold15778_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015784.1	Chromosome		NW_019782876.1	unplaced-scaffold	2000			scaffold15779_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015785.1	Chromosome		NW_019782878.1	unplaced-scaffold	2000			scaffold15780_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015786.1	Chromosome		NW_019782879.1	unplaced-scaffold	2000			scaffold15781_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015787.1	Chromosome		NW_019782880.1	unplaced-scaffold	1999			scaffold15782_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015788.1	Chromosome		NW_019782881.1	unplaced-scaffold	1999			scaffold15783_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015789.1	Chromosome		NW_019782882.1	unplaced-scaffold	1999			scaffold15784_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015790.1	Chromosome		NW_019782883.1	unplaced-scaffold	1999			scaffold15785_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015791.1	Chromosome		NW_019782884.1	unplaced-scaffold	1999			scaffold15786_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015792.1	Chromosome		NW_019782885.1	unplaced-scaffold	1999			scaffold15787_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015793.1	Chromosome		NW_019782886.1	unplaced-scaffold	1999			scaffold15788_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015794.1	Chromosome		NW_019782887.1	unplaced-scaffold	1999			scaffold15789_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015795.1	Chromosome		NW_019782889.1	unplaced-scaffold	1999			scaffold15790_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015796.1	Chromosome		NW_019782890.1	unplaced-scaffold	1998			scaffold15791_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015797.1	Chromosome		NW_019782891.1	unplaced-scaffold	1998			scaffold15792_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015798.1	Chromosome		NW_019782892.1	unplaced-scaffold	1998			scaffold15793_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015799.1	Chromosome		NW_019782893.1	unplaced-scaffold	1998			scaffold15794_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015800.1	Chromosome		NW_019782894.1	unplaced-scaffold	1998			scaffold15795_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015801.1	Chromosome		NW_019782895.1	unplaced-scaffold	1998			scaffold15796_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015802.1	Chromosome		NW_019782896.1	unplaced-scaffold	1998			scaffold15797_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015803.1	Chromosome		NW_019782897.1	unplaced-scaffold	1998			scaffold15798_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015804.1	Chromosome		NW_019782898.1	unplaced-scaffold	1998			scaffold15799_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015805.1	Chromosome		NW_019782901.1	unplaced-scaffold	1998			scaffold15800_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015806.1	Chromosome		NW_019782902.1	unplaced-scaffold	1998			scaffold15801_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015807.1	Chromosome		NW_019782903.1	unplaced-scaffold	1998			scaffold15802_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015808.1	Chromosome		NW_019782904.1	unplaced-scaffold	1998			scaffold15803_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015809.1	Chromosome		NW_019782905.1	unplaced-scaffold	1997			scaffold15804_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015810.1	Chromosome		NW_019782906.1	unplaced-scaffold	1997			scaffold15805_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015811.1	Chromosome		NW_019782907.1	unplaced-scaffold	1997			scaffold15806_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015812.1	Chromosome		NW_019782908.1	unplaced-scaffold	1997			scaffold15807_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015813.1	Chromosome		NW_019782909.1	unplaced-scaffold	1997			scaffold15808_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015814.1	Chromosome		NW_019782910.1	unplaced-scaffold	1997			scaffold15809_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015815.1	Chromosome		NW_019782912.1	unplaced-scaffold	1997			scaffold15810_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015816.1	Chromosome		NW_019782913.1	unplaced-scaffold	1997			scaffold15811_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015817.1	Chromosome		NW_019782914.1	unplaced-scaffold	1997			scaffold15812_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015818.1	Chromosome		NW_019782915.1	unplaced-scaffold	1997			scaffold15813_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015819.1	Chromosome		NW_019782916.1	unplaced-scaffold	1997			scaffold15814_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015820.1	Chromosome		NW_019782917.1	unplaced-scaffold	1996			scaffold15815_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015821.1	Chromosome		NW_019782918.1	unplaced-scaffold	1996			scaffold15816_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015822.1	Chromosome		NW_019782919.1	unplaced-scaffold	1996			scaffold15817_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015823.1	Chromosome		NW_019782920.1	unplaced-scaffold	1996			scaffold15818_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015824.1	Chromosome		NW_019782921.1	unplaced-scaffold	1996			scaffold15819_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015825.1	Chromosome		NW_019782923.1	unplaced-scaffold	1996			scaffold15820_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015826.1	Chromosome		NW_019782924.1	unplaced-scaffold	1996			scaffold15821_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015827.1	Chromosome		NW_019782925.1	unplaced-scaffold	1996			scaffold15822_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015828.1	Chromosome		NW_019782926.1	unplaced-scaffold	1996			scaffold15823_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015829.1	Chromosome		NW_019782927.1	unplaced-scaffold	1996			scaffold15824_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015830.1	Chromosome		NW_019782928.1	unplaced-scaffold	1996			scaffold15825_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015831.1	Chromosome		NW_019782929.1	unplaced-scaffold	1996			scaffold15826_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015832.1	Chromosome		NW_019782930.1	unplaced-scaffold	1996			scaffold15827_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015833.1	Chromosome		NW_019782931.1	unplaced-scaffold	1996			scaffold15828_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015834.1	Chromosome		NW_019782932.1	unplaced-scaffold	1996			scaffold15829_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015835.1	Chromosome		NW_019782934.1	unplaced-scaffold	1995			scaffold15830_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015836.1	Chromosome		NW_019782935.1	unplaced-scaffold	1995			scaffold15831_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015837.1	Chromosome		NW_019782936.1	unplaced-scaffold	1995			scaffold15832_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015838.1	Chromosome		NW_019782937.1	unplaced-scaffold	1995			scaffold15833_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015839.1	Chromosome		NW_019782938.1	unplaced-scaffold	1995			scaffold15834_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015840.1	Chromosome		NW_019782939.1	unplaced-scaffold	1995			scaffold15835_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015841.1	Chromosome		NW_019782940.1	unplaced-scaffold	1995			scaffold15836_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015842.1	Chromosome		NW_019782941.1	unplaced-scaffold	1995			scaffold15837_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015843.1	Chromosome		NW_019782942.1	unplaced-scaffold	1995			scaffold15838_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015844.1	Chromosome		NW_019782943.1	unplaced-scaffold	1995			scaffold15839_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015845.1	Chromosome		NW_019782945.1	unplaced-scaffold	1995			scaffold15840_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015846.1	Chromosome		NW_019782946.1	unplaced-scaffold	1995			scaffold15841_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015847.1	Chromosome		NW_019782947.1	unplaced-scaffold	1995			scaffold15842_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015848.1	Chromosome		NW_019782948.1	unplaced-scaffold	1995			scaffold15843_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015849.1	Chromosome		NW_019782949.1	unplaced-scaffold	1995			scaffold15844_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015850.1	Chromosome		NW_019782950.1	unplaced-scaffold	1995			scaffold15845_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015851.1	Chromosome		NW_019782951.1	unplaced-scaffold	1995			scaffold15846_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015852.1	Chromosome		NW_019782952.1	unplaced-scaffold	1994			scaffold15847_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015853.1	Chromosome		NW_019782953.1	unplaced-scaffold	1994			scaffold15848_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015854.1	Chromosome		NW_019782954.1	unplaced-scaffold	1994			scaffold15849_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015855.1	Chromosome		NW_019782956.1	unplaced-scaffold	1994			scaffold15850_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015856.1	Chromosome		NW_019782957.1	unplaced-scaffold	1994			scaffold15851_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015857.1	Chromosome		NW_019782958.1	unplaced-scaffold	1994			scaffold15852_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015858.1	Chromosome		NW_019782959.1	unplaced-scaffold	1993			scaffold15853_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015859.1	Chromosome		NW_019782960.1	unplaced-scaffold	1993			scaffold15854_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015860.1	Chromosome		NW_019782961.1	unplaced-scaffold	1993			scaffold15855_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015861.1	Chromosome		NW_019782962.1	unplaced-scaffold	1993			scaffold15856_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015862.1	Chromosome		NW_019782963.1	unplaced-scaffold	1993			scaffold15857_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015863.1	Chromosome		NW_019782964.1	unplaced-scaffold	1993			scaffold15858_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015864.1	Chromosome		NW_019782965.1	unplaced-scaffold	1993			scaffold15859_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015865.1	Chromosome		NW_019782967.1	unplaced-scaffold	1992			scaffold15860_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015866.1	Chromosome		NW_019782968.1	unplaced-scaffold	1992			scaffold15861_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015867.1	Chromosome		NW_019782969.1	unplaced-scaffold	1992			scaffold15862_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015868.1	Chromosome		NW_019782970.1	unplaced-scaffold	1992			scaffold15863_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015869.1	Chromosome		NW_019782971.1	unplaced-scaffold	1992			scaffold15864_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015870.1	Chromosome		NW_019782972.1	unplaced-scaffold	1992			scaffold15865_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015871.1	Chromosome		NW_019782973.1	unplaced-scaffold	1992			scaffold15866_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015872.1	Chromosome		NW_019782974.1	unplaced-scaffold	1992			scaffold15867_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015873.1	Chromosome		NW_019782975.1	unplaced-scaffold	1991			scaffold15868_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015874.1	Chromosome		NW_019782976.1	unplaced-scaffold	1991			scaffold15869_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015875.1	Chromosome		NW_019782978.1	unplaced-scaffold	1991			scaffold15870_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015876.1	Chromosome		NW_019782979.1	unplaced-scaffold	1991			scaffold15871_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015877.1	Chromosome		NW_019782980.1	unplaced-scaffold	1991			scaffold15872_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015878.1	Chromosome		NW_019782981.1	unplaced-scaffold	1991			scaffold15873_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015879.1	Chromosome		NW_019782982.1	unplaced-scaffold	1991			scaffold15874_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015880.1	Chromosome		NW_019782983.1	unplaced-scaffold	1991			scaffold15875_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015881.1	Chromosome		NW_019782984.1	unplaced-scaffold	1991			scaffold15876_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015882.1	Chromosome		NW_019782985.1	unplaced-scaffold	1991			scaffold15877_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015883.1	Chromosome		NW_019782986.1	unplaced-scaffold	1991			scaffold15878_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015884.1	Chromosome		NW_019782987.1	unplaced-scaffold	1991			scaffold15879_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015885.1	Chromosome		NW_019782989.1	unplaced-scaffold	1991			scaffold15880_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015886.1	Chromosome		NW_019782990.1	unplaced-scaffold	1990			scaffold15881_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01015887.1	Chromosome		NW_019782991.1	unplaced-scaffold	1990			scaffold15882_part1
