SNP.Name,Chromosome,cM.Position.Sex.Averaged,cM.Position.Female,cM.Position.Male,Genome.Position.Oarv3.1
OAR9_64522029.1,9,70.711,64.265,82.113,61378226
OAR9_64551132.1,9,70.711,64.265,82.113,61407178
OAR9_64654880.1,9,70.867,64.733,82.113,61513551
OAR9_64748830.1,9,71.211,64.733,82.745,61608126
OAR9_64769748.1,9,71.211,64.733,82.745,61628833
OAR9_64850882.1,9,71.211,64.733,82.745,61711330
s54804.1,9,71.504,65.229,82.745,61853249
OAR9_65144468.1,9,71.615,65.229,83.037,61904288
OAR9_65186296.1,9,71.615,65.229,83.037,61948002
OAR9_65220515.1,9,71.615,65.229,83.037,61980967
OAR9_65252872.1,9,71.615,65.229,83.037,62010818
OAR9_65364748.1,9,71.615,65.229,83.037,62108055
OAR9_65469087.1,9,71.615,65.229,83.037,62222661
OAR9_65483377.1,9,71.961,65.726,83.037,62234049
OAR9_65510653.1,9,72.019,65.809,83.037,62259454
OAR9_65555411.1,9,72.075,65.891,83.037,62292927
OAR9_65574774.1,9,72.133,65.974,83.037,62312176
OAR9_65626804.1,9,72.133,65.974,83.037,62369406
OAR9_65660326.1,9,72.133,65.974,83.037,62401838
OAR9_65719109.1,9,72.133,65.974,83.037,62454103
OAR9_65735660.1,9,72.133,65.974,83.037,62470091
OAR9_65813846.1,9,72.568,66.035,83.694,62525218
OAR9_65890690.1,9,72.568,66.035,83.694,62595690
OAR9_66209026.1,9,72.649,66.465,83.694,62788344
OAR9_66218531.1,9,72.649,66.465,83.694,62796350
OAR9_66256815.1,9,72.649,66.465,83.694,62838293
OAR9_66491264.1,9,73.04,66.905,83.924,63052885
OAR9_66516428.1,9,73.04,66.905,83.924,63074383
OAR9_66566966.1,9,73.04,66.905,83.924,63120048
OAR9_66585539.1,9,73.04,66.905,83.924,63135541
OAR9_66598666.1,9,73.04,66.905,83.924,63149273
OAR9_66629525.1,9,73.04,66.905,83.924,63187531
OAR9_66707806.1,9,73.04,66.905,83.924,63243752
s51906.1,9,73.04,66.905,83.924,63341328
OAR9_67126426.1,9,73.04,66.905,83.924,63614104
OAR9_67226699.1,9,73.04,66.905,83.924,63710758
OAR9_67273580.1,9,73.069,66.905,83.996,63763838
s62831.1,9,73.116,66.905,84.109,63825718
OAR9_67450951.1,9,73.116,66.905,84.109,63921668
OAR9_67486198.1,9,73.116,66.905,84.109,63957497
OAR9_67522152.1,9,73.116,66.905,84.109,63996264
OAR9_67571605.1,9,73.116,66.905,84.109,64033659
OAR9_67651754.1,9,73.116,66.905,84.109,64102798
OAR9_67688894.1,9,73.116,66.905,84.109,64137770
OAR9_67733364.1,9,73.116,66.905,84.109,64172484
OAR9_67797202.1,9,73.116,66.905,84.109,64223040
OAR9_67856569.1,9,73.116,66.905,84.109,64280727
OAR9_67917186.1,9,73.116,66.905,84.109,64345921
OAR9_67935044.1,9,73.116,66.905,84.109,64361418
OAR9_68057227.1,9,73.116,66.905,84.109,64483145
OAR9_68213249.1,9,73.116,66.905,84.109,64646315
OAR9_68252430.1,9,73.116,66.905,84.109,64684649
OAR9_68337338.1,9,73.292,67.125,84.109,64755853
OAR9_68440526_X.1,9,73.292,67.125,84.109,64813274
OAR9_68495298.1,9,73.292,67.125,84.109,64864487
OAR9_68530972.1,9,73.292,67.125,84.109,64900832
OAR9_68575709.1,9,73.312,67.125,84.24,64938150
OAR9_68618966.1,9,73.312,67.125,84.24,64975491
OAR9_68682250.1,9,73.332,67.125,84.37,65040647
OAR9_68709278.1,9,73.352,67.125,84.501,65052669
OAR9_68755922.1,9,73.352,67.125,84.501,65075547
OAR9_68829772.1,9,73.352,67.125,84.501,65100615
OAR9_68844442.1,9,73.352,67.125,84.501,65114468
OAR9_68906133.1,9,73.352,67.125,84.501,65149940
OAR9_68938979.1,9,73.352,67.125,84.501,65192790
OAR9_69054720.1,9,73.352,67.125,84.501,65265818
OAR9_69091046.1,9,73.352,67.125,84.501,65290105
OAR9_69140663.1,9,73.352,67.125,84.501,65320715
OAR9_69191748.1,9,73.352,67.125,84.501,65414467
OAR9_69275804.1,9,73.352,67.125,84.501,65497177
OAR9_69315508.1,9,73.541,67.49,84.533,65525468
OAR9_69365962.1,9,73.541,67.49,84.533,65577872
OAR9_69380297.1,9,73.541,67.49,84.533,65596837
OAR9_69665871.1,9,73.677,67.49,84.773,65709610
OAR9_69653498.1,9,73.8,67.49,84.986,65800970
OAR9_69727981.1,9,73.8,67.49,84.986,65812013
OAR9_69750532.1,9,73.8,67.49,84.986,65836919
OAR9_69802296.1,9,73.8,67.49,84.986,65864839
OAR9_69841735.1,9,73.8,67.49,84.986,65903292
OAR9_69903541.1,9,73.8,67.49,84.986,65968997
OAR9_69998243.1,9,73.8,67.49,84.986,66030405
OAR9_70018855.1,9,73.8,67.49,84.986,66050351
OAR9_70122864.1,9,73.8,67.49,84.986,66155831
OAR9_70180449.1,9,73.8,67.49,84.986,66207445
OAR9_70187264.1,9,73.8,67.49,84.986,66214217
OAR9_70242519.1,9,73.8,67.49,84.986,66268649
OAR9_70517275.1,9,73.8,67.49,84.986,66532947
OAR9_70558488.1,9,73.8,67.49,84.986,66574923
OAR9_70612779.1,9,73.8,67.49,84.986,66628919
s36431.1,9,73.8,67.49,84.986,66667268
OAR9_70730428.1,9,74.157,67.796,85.548,66729751
OAR9_70808263.1,9,74.157,67.796,85.548,66797326
OAR9_70910098.1,9,74.157,67.796,85.548,66897725
OAR9_71011585.1,9,74.157,67.796,85.548,66993812
OAR9_71046473.1,9,74.157,67.796,85.548,67031032
OAR9_71100724.1,9,74.157,67.796,85.548,67083391
OAR9_71106539.1,9,74.157,67.796,85.548,67093039
OAR9_71117035.1,9,74.157,67.796,85.548,67102752
OAR9_71172016.1,9,74.224,67.914,85.548,67155599
OAR9_71225808.1,9,74.247,67.932,85.548,67204995
OAR9_71282873.1,9,74.247,67.932,85.548,67261275
OAR9_71313922.1,9,74.247,67.932,85.548,67294581
OAR9_71341298.1,9,74.247,67.932,85.548,67323645
OAR9_71374559.1,9,74.328,67.996,85.638,67363223
s15082.1,9,74.41,68.062,85.728,67443615
OAR9_71550806.1,9,74.41,68.062,85.728,67527782
OAR9_71595524.1,9,74.41,68.062,85.728,67574667
OAR9_71617061.1,9,74.41,68.062,85.728,67593255
OAR9_71730294_X.1,9,74.831,68.749,85.728,67705026
s36324.1,9,74.831,68.749,85.728,67766269
OAR9_71839136.1,9,74.831,68.749,85.728,67816206
s13095.1,9,74.831,68.749,85.728,67904171
OAR9_72007327.1,9,74.831,68.749,85.728,67968672
OAR9_72078983.1,9,74.831,68.749,85.728,68039364
OAR9_72177357.1,9,75.104,69.148,85.728,68141421
OAR9_72243672.1,9,75.104,69.148,85.728,68209179
OAR9_72288429.1,9,75.261,69.35,85.728,68259481
OAR9_72305406.1,9,75.261,69.35,85.728,68275003
OAR9_72482728.1,9,75.261,69.35,85.728,68453908
OAR9_72753560.1,9,75.378,69.35,86.059,68715896
OAR9_72793362.1,9,75.672,69.727,86.39,68751267
OAR9_72831390.1,9,75.672,69.727,86.39,68783832
OAR9_72863499.1,9,75.672,69.727,86.39,68814016
OAR9_72877955.1,9,75.672,69.727,86.39,68828865
OAR9_72893143.1,9,75.672,69.727,86.39,68845897
OAR9_72979014.1,9,75.672,69.727,86.39,68921368
OAR9_73038655.1,9,75.672,69.727,86.39,68978823
OAR9_73056873.1,9,75.672,69.727,86.39,69000064
OAR9_73107322.1,9,75.672,69.727,86.39,69049917
OAR9_73148645.1,9,75.893,70.02,86.39,69092534
OAR9_73171859_X.1,9,75.893,70.02,86.39,69116108
OAR9_73262104.1,9,75.893,70.02,86.39,69215945
OAR9_73284295.1,9,75.893,70.02,86.39,69233179
OAR9_73309353.1,9,75.893,70.02,86.39,69255119
OAR9_73438045.1,9,75.893,70.02,86.39,69401640
OAR9_73512275.1,9,75.893,70.02,86.39,69477503
OAR9_73519625.1,9,75.893,70.02,86.39,69484350
OAR9_73590504.1,9,75.893,70.02,86.39,69547576
OAR9_73619861.1,9,75.893,70.02,86.39,69578365
OAR9_73745415.1,9,75.893,70.02,86.39,69709423
s46550.1,9,75.893,70.02,86.39,69724659
OAR9_73798381.1,9,75.893,70.02,86.39,69757098
OAR9_73826324.1,9,75.893,70.02,86.39,69779740
OAR9_73903301.1,9,75.893,70.02,86.39,69853103
OAR9_74119928.1,9,76.352,70.71,86.39,70086913
OAR9_74137726.1,9,76.352,70.71,86.39,70104810
OAR9_74143442.1,9,76.352,70.71,86.39,70108468
OAR9_74283178.1,9,76.808,71.279,86.674,70253575
OAR9_74299381.1,9,76.808,71.279,86.674,70275655
OAR9_74352495.1,9,76.808,71.279,86.674,70326988
s74088.1,9,76.808,71.279,86.674,70440483
OAR9_74551657.1,9,76.808,71.279,86.674,70479911
OAR9_74565436.1,9,76.808,71.279,86.674,70493405
OAR9_74621954.1,9,76.808,71.279,86.674,70527245
OAR9_74642117.1,9,76.808,71.279,86.674,70548273
OAR9_74756145.1,9,76.873,71.385,86.674,70639168
OAR9_74761498.1,9,76.873,71.385,86.674,70644161
s02741.1,9,76.873,71.385,86.674,70766218
s10377.1,9,76.892,71.398,86.674,70797032
OAR9_75040566.1,9,77.149,71.567,87.132,70840453
OAR9_75093968.1,9,77.363,71.759,87.381,70895159
s38039.1,9,77.363,71.759,87.381,70925830
OAR9_75230004.1,9,77.363,71.759,87.381,70959064
OAR9_75302118.1,9,77.639,72.095,87.556,71064950
OAR9_75520639.1,9,77.639,72.095,87.556,71078322
s43787.1,9,77.639,72.095,87.556,71126402
OAR9_75551177.1,9,77.639,72.095,87.556,71157021
OAR9_75600035_X.1,9,77.639,72.095,87.556,71206902
OAR9_75625864.1,9,77.639,72.095,87.556,71232299
OAR9_75687828.1,9,77.725,72.213,87.556,71293588
OAR9_75738264.1,9,77.725,72.213,87.556,71346126
OAR9_75779066.1,9,77.904,72.213,88.294,71388038
OAR9_75830601.1,9,78.161,72.213,88.294,71449900
OAR9_75864688.1,9,78.539,72.894,88.599,71469916
OAR9_75896349.1,9,78.539,72.894,88.599,71500770
OAR9_75929101.1,9,78.539,72.894,88.599,71532788
OAR9_75969365.1,9,78.797,73.161,88.834,71575219
OAR9_76031029.1,9,78.797,73.161,88.834,71635011
OAR9_76217418.1,9,78.797,73.161,88.834,71820969
OAR9_76259389.1,9,78.797,73.161,88.834,71863498
OAR9_76270914.1,9,78.797,73.161,88.834,71876038
OAR9_76409786.1,9,78.918,73.161,89.067,72015867
OAR9_76642439.1,9,79.815,74.166,89.829,72169170
OAR9_76668925.1,9,79.815,74.166,89.829,72195377
OAR9_76545109.1,9,79.815,74.166,89.829,72246415
s70124.1,9,79.815,74.166,89.829,72303904
OAR9_76802154.1,9,80.062,74.386,90.086,72375489
OAR9_76865315.1,9,80.062,74.386,90.086,72430891
s52788.1,9,80.416,74.744,90.528,72454193
OAR9_76941288.1,9,80.416,74.744,90.528,72508255
s43255.1,9,80.416,74.744,90.528,72565594
OAR9_77018118.1,9,80.416,74.744,90.528,72580470
OAR9_77067673.1,9,80.416,74.744,90.528,72633194
OAR9_77102182.1,9,80.416,74.744,90.528,72668271
OAR9_77151589.1,9,80.416,74.744,90.528,72717435
OAR9_77183388.1,9,80.416,74.744,90.528,72748988
s68328.1,9,80.925,75.494,90.747,72863311
s24547.1,9,80.925,75.494,90.747,72919210
OAR9_77388003.1,9,80.925,75.494,90.747,72954318
OAR9_77426264.1,9,80.925,75.494,90.747,72991053
OAR9_77452599.1,9,80.925,75.494,90.747,73019879
OAR9_77508470.1,9,81.162,75.544,90.965,73078036
OAR9_77545332_X.1,9,81.615,76.283,91.297,73117554
OAR9_77597438.1,9,81.615,76.283,91.297,73170715
OAR9_77728428.1,9,82.038,76.822,91.629,73303282
OAR9_77815712.1,9,82.038,76.822,91.629,73382624
s49680.1,9,82.202,76.822,91.853,73483039
OAR9_77945223.1,9,82.266,76.822,91.893,73506885
OAR9_77977112.1,9,82.266,76.822,91.893,73536221
OAR9_78056008.1,9,82.266,76.822,91.893,73611864
OAR9_78077232.1,9,82.526,77.312,91.893,73632306
OAR9_78462921.1,9,82.893,77.852,91.893,73900798
OAR9_78494265.1,9,82.893,77.852,91.893,73934502
OAR9_78536383.1,9,82.893,77.852,91.893,73978402
OAR9_78551189.1,9,82.893,77.852,91.893,73992681
OAR9_78601117.1,9,82.893,77.852,91.893,74045609
OAR9_78618222.1,9,82.893,77.852,91.893,74062982
OAR9_78627879_X.1,9,82.893,77.852,91.893,74072406
OAR9_78759022.1,9,83.071,78.13,91.893,74196621
s61791.1,9,83.298,78.471,91.893,74299897
OAR9_78866864.1,9,83.298,78.471,91.893,74309305
s39785.1,9,83.298,78.471,91.893,74470279
s22340.1,9,83.298,78.471,91.893,74519052
s18536.1,9,83.298,78.471,91.893,74576656
OAR9_79145935.1,9,83.298,78.471,91.893,74583649
OAR9_79333716.1,9,83.298,78.471,91.893,74769342
s73488.1,9,83.298,78.471,91.893,74831119
OAR9_79410987.1,9,83.34,78.531,92.052,74839637
OAR9_79426013.1,9,83.375,78.58,92.052,74854409
OAR9_79479340.1,9,83.413,78.633,92.052,74911579
OAR9_79516894.1,9,83.413,78.633,92.052,74952735
s42200.1,9,83.413,78.633,92.052,75002394
OAR9_79627675.1,9,83.413,78.633,92.052,75067316
OAR9_79676231.1,9,83.526,78.81,92.052,75112839
s41860.1,9,83.526,78.81,92.052,75178379
OAR9_79779822.1,9,83.897,79.4,92.052,75213944
s41702.1,9,84.131,79.794,92.052,75279045
OAR9_79871149.1,9,84.131,79.794,92.052,75307659
OAR9_79911566.1,9,84.131,79.794,92.052,75357247
OAR9_80019137.1,9,84.131,79.794,92.052,75464963
OAR9_80084139.1,9,84.465,79.949,92.648,75510868
OAR9_80162654.1,9,84.465,79.949,92.648,75559278
OAR9_80175877.1,9,84.465,79.949,92.648,75571229
s10879.1,9,84.465,79.949,92.648,75592570
s53590.1,9,84.465,79.949,92.648,75674983
s26361.1,9,84.465,79.949,92.648,75720846
OAR9_80446182.1,9,84.465,79.949,92.648,75750875
s29737.1,9,84.465,79.949,92.648,75805434
OAR9_80534807_X.1,9,85.288,80.769,93.486,75840551
OAR9_80583061.1,9,85.489,81.034,93.486,75885449
s62001.1,9,85.489,81.034,93.486,75943792
OAR9_80679158.1,9,85.489,81.034,93.486,75979786
OAR9_80693962.1,9,85.489,81.034,93.486,75996339
OAR9_80743202.1,9,85.489,81.034,93.486,76045867
s31283.1,9,85.581,81.202,93.486,76072145
OAR9_80804089.1,9,85.581,81.202,93.486,76098458
OAR9_80818293.1,9,85.581,81.202,93.486,76111427
s74640.1,9,85.581,81.202,93.486,76133127
s68078.1,9,86.022,81.945,93.486,76360531
OAR9_80936231.1,9,86.711,82.187,94.832,76385642
OAR9_81048813.1,9,86.711,82.187,94.832,76502333
OAR9_81054740_X.1,9,86.711,82.187,94.832,76507527
s32156.1,9,86.711,82.187,94.832,76601747
s07437.1,9,86.789,82.187,95.004,76652429
OAR9_81249194.1,9,86.789,82.187,95.004,76671254
OAR9_81352139.1,9,86.789,82.187,95.004,76760791
OAR9_81415466.1,9,86.789,82.187,95.004,76819949
OAR9_81507771.1,9,87.25,82.664,95.513,76910597
OAR9_81558828_X.1,9,87.279,82.692,95.513,76958554
s10029.1,9,87.279,82.692,95.513,77020477
OAR9_81673901.1,9,87.279,82.692,95.513,77068949
OAR9_81847375.1,9,87.279,82.692,95.513,77238624
OAR9_81895755.1,9,87.279,82.692,95.513,77283695
OAR9_81909760.1,9,87.279,82.692,95.513,77297358
OAR9_82085786.1,9,87.31,82.692,95.591,77473891
OAR9_82171170.1,9,87.339,82.692,95.664,77563420
OAR9_82178363.1,9,87.368,82.692,95.738,77571488
OAR9_82282148_X.1,9,87.397,82.692,95.811,77619742
OAR9_82293368.1,9,87.426,82.692,95.884,77630787
OAR9_82309015.1,9,87.455,82.692,95.957,77648954
OAR9_82428531.1,9,87.484,82.692,96.03,77756891
OAR9_82620139.1,9,87.513,82.692,96.103,77910235
OAR9_82746308.1,9,87.513,82.692,96.103,78031645
OAR9_82857185.1,9,87.513,82.692,96.103,78159432
OAR9_82953999.1,9,87.513,82.692,96.103,78269811
OAR9_82968223.1,9,87.513,82.692,96.103,78287508
OAR9_82999383.1,9,87.513,82.692,96.103,78316151
s51831.1,9,87.909,83.314,96.103,78451353
s07843.1,9,87.909,83.314,96.103,78510584
OAR9_83223269.1,9,87.909,83.314,96.103,78529564
OAR9_83267685.1,9,87.909,83.314,96.103,78575329
s09362.1,9,87.909,83.314,96.103,78607295
s03389.1,9,88.442,83.779,96.805,78677840
OAR9_83417134.1,9,88.442,83.779,96.805,78716461
OAR9_83522964.1,9,88.812,84.152,97.131,78826196
OAR9_83546226.1,9,88.812,84.152,97.131,78846991
s70343.1,9,88.812,84.152,97.131,78909478
OAR9_83679492.1,9,88.812,84.152,97.131,78973079
s19361.1,9,88.812,84.152,97.131,79033593
OAR9_83848598.1,9,88.812,84.152,97.131,79149056
OAR9_83911362.1,9,88.965,84.312,97.298,79206194
OAR9_83941099.1,9,89.083,84.43,97.421,79238965
OAR9_83976000.1,9,89.083,84.43,97.421,79273825
OAR9_83994635.1,9,89.469,85.015,97.421,79292813
OAR9_84029059.1,9,89.469,85.015,97.421,79329327
s19664.1,9,89.469,85.015,97.421,79378534
OAR9_84099974.1,9,89.469,85.015,97.421,79399712
s02283.1,9,90.015,85.798,97.433,79469786
OAR9_84206263.1,9,90.277,85.798,98.115,79499012
s48076.1,9,90.277,85.798,98.115,79530031
s65296.1,9,90.277,85.798,98.115,79543762
s26111.1,9,90.277,85.798,98.115,79599828
OAR9_84346672.1,9,90.277,85.798,98.115,79628101
s53881.1,9,90.277,85.798,98.115,79713695
OAR9_84469132.1,9,90.277,85.798,98.115,79755429
s03600.1,9,90.277,85.798,98.115,79798206
s03315.1,9,90.277,85.798,98.115,79864145
OAR9_84604259.1,9,90.277,85.798,98.115,79897287
s64667.1,9,90.277,85.798,98.115,80046669
OAR9_84808220.1,9,90.277,85.798,98.115,80095093
OAR9_84837431.1,9,90.521,85.798,98.545,80124806
OAR9_84867780.1,9,90.562,85.986,99.015,80158039
s00179.1,9,90.562,85.986,99.015,80218875
s57595.1,9,90.562,85.986,99.015,80227950
OARUn.1602_49442.1,9,90.562,85.986,99.015,80297096
OAR9_85044633.1,9,90.841,86.366,99.015,80364151
s03120.1,9,90.841,86.366,99.015,80427334
s32207.1,9,91.277,86.978,99.015,80507629
s08212.1,9,91.313,86.978,99.015,80519965
s74907.1,9,91.313,86.978,99.015,80534097
OAR9_85248082.1,9,91.313,86.978,99.015,80571806
s21390.1,9,91.313,86.978,99.015,80619428
OAR9_85325486.1,9,91.713,87.37,99.38,80649238
OAR9_85378072.1,9,91.713,87.37,99.38,80701723
OAR9_85397986.1,9,91.713,87.37,99.38,80719927
OAR9_85509697.1,9,91.9,87.502,99.713,80838913
OAR9_85560833.1,9,91.9,87.502,99.713,80885666
OAR9_85619253.1,9,92.077,87.809,99.713,80947471
s47537.1,9,92.077,87.809,99.713,81046456
OAR9_85760322.1,9,92.077,87.809,99.713,81084824
OAR9_85843210.1,9,92.193,87.963,99.713,81158519
s11312.1,9,92.193,87.963,99.713,81174390
OAR9_85895764.1,9,92.193,87.963,99.713,81203198
OAR9_86042456.1,9,92.372,88.096,99.923,81371046
OAR9_86096755.1,9,92.545,88.227,100.126,81426089
OAR9_86159320.1,9,92.995,89.448,100.126,81487541
OAR9_86235287.1,9,92.995,89.448,100.126,81566282
OAR9_86337313.1,9,92.995,89.448,100.126,81593709
OAR9_86395078.1,9,93.134,89.448,100.326,81658035
s35021.1,9,93.283,89.448,100.544,81767232
OAR9_86592253.1,9,93.283,89.448,100.544,81792203
s00090.1,9,93.491,89.448,100.752,81858672
OAR9_86703333.1,9,93.699,89.448,100.961,81912406
s72980.1,9,93.699,89.448,100.961,81968906
OAR9_86803360.1,9,93.699,89.448,100.961,82008570
OAR9_86886636.1,9,93.699,89.448,100.961,82092595
OAR9_86975326.1,9,93.699,89.448,100.961,82179940
OAR9_87012999.1,9,93.967,90.35,100.961,82224387
s60249.1,9,94.223,90.35,101.13,82273748
s36905.1,9,94.223,90.35,101.13,82291307
s05235.1,9,94.223,90.35,101.13,82331830
OAR9_87123978_X.1,9,94.223,90.35,101.13,82343694
OAR9_87203608.1,9,94.223,90.35,101.13,82422130
OAR9_87254951.1,9,94.223,90.35,101.13,82473699
OAR9_87288570.1,9,94.223,90.35,101.13,82506379
OAR9_87370703.1,9,94.223,90.35,101.13,82583664
OAR9_87478637.1,9,94.223,90.35,101.13,82682823
OAR9_87673558.1,9,94.636,90.846,101.4,82789321
s68288.1,9,95.058,91.357,101.678,82845383
s37804.1,9,95.058,91.357,101.678,82858593
s52197.1,9,95.058,91.357,101.678,82914168
s73531.1,9,95.058,91.357,101.678,82927581
s64103.1,9,95.058,91.357,101.678,83016880
OAR9_87942007.1,9,95.058,91.357,101.678,83056186
OAR9_88113366.1,9,95.273,91.668,101.678,83231298
OAR9_88126600.1,9,95.582,91.908,102.223,83243978
s29382.1,9,95.859,92.263,102.223,83322916
s45417.1,9,95.859,92.263,102.223,83347190
s31334.1,9,95.859,92.263,102.223,83420640
s51965.1,9,95.981,92.504,102.223,83438870
OAR9_88387736.1,9,95.981,92.504,102.223,83506476
OAR9_88429424.1,9,95.981,92.504,102.223,83549788
s68264.1,9,95.981,92.504,102.223,83583396
OAR9_88521505.1,9,96.199,92.857,102.223,83638545
OAR9_88555527.1,9,96.199,92.857,102.223,83672030
OAR9_88619765.1,9,96.199,92.857,102.223,83737611
OAR9_88658895.1,9,96.312,92.857,102.573,83776909
OAR9_88702477.1,9,96.312,92.857,102.573,83817952
s58148.1,9,96.312,92.857,102.573,83874127
OAR9_88784528.1,9,96.312,92.857,102.573,83909454
OAR9_88826213.1,9,96.312,92.857,102.573,83946079
OAR9_88856945_X.1,9,96.312,92.857,102.573,83973853
OAR9_88886896.1,9,96.312,92.857,102.573,83996100
OAR9_88922262.1,9,96.312,92.857,102.573,84027999
OAR9_88974726.1,9,96.408,93.014,102.573,84093296
OAR9_89018996.1,9,96.495,93.157,102.573,84133462
s58559.1,9,96.584,93.303,102.573,84183007
OAR9_89081030.1,9,96.628,93.374,102.573,84195076
s48908.1,9,96.672,93.445,102.573,84305478
OAR9_89229870.1,9,96.672,93.445,102.573,84337958
OAR9_89266462.1,9,96.672,93.445,102.573,84373507
OAR9_89325380.1,9,96.672,93.445,102.573,84433056
OAR9_89354491.1,9,96.672,93.445,102.573,84463871
OAR9_89417120.1,9,96.672,93.445,102.573,84521666
OAR9_89748371.1,9,97.577,94.256,103.499,84594598
OAR9_89619716.1,9,97.577,94.256,103.499,84603557
OAR9_89663152.1,9,97.577,94.256,103.499,84635592
OAR9_89681314.1,9,97.88,94.671,103.499,84653497
s52600.1,9,98.184,95.025,103.796,84749089
OAR9_89843432.1,9,98.184,95.025,103.796,84767207
OAR9_89870776.1,9,98.184,95.025,103.796,84794711
OAR9_89953873.1,9,98.29,95.025,104.133,84835521
OAR9_90003735.1,9,98.29,95.025,104.133,84883482
OAR9_90078978.1,9,98.61,95.563,104.133,84948639
OAR9_90109133.1,9,98.61,95.563,104.133,84978362
OAR9_90132123.1,9,99.102,95.959,104.681,85001081
s29698.1,9,99.102,95.959,104.681,85092239
OAR9_90248205.1,9,99.102,95.959,104.681,85121580
OAR9_90292422.1,9,99.102,95.959,104.681,85172061
OAR9_90405542.1,9,99.102,95.959,104.681,85287962
OAR9_90460545.1,9,99.368,96.127,105.054,85338625
OAR9_90531844.1,9,99.368,96.127,105.054,85412832
OAR9_90599640.1,9,99.368,96.127,105.054,85470602
OAR9_90632324.1,9,99.368,96.127,105.054,85509159
OAR9_90659193.1,9,99.368,96.127,105.054,85539621
s37271.1,9,99.368,96.127,105.054,85695383
OAR9_90989009.1,9,99.799,96.555,105.363,85792398
OAR9_91060994.1,9,100.005,96.95,105.363,85861610
OAR9_91112665.1,9,100.005,96.95,105.363,85911083
OAR9_91184736.1,9,100.005,96.95,105.363,85988433
OAR9_91227423.1,9,100.005,96.95,105.363,86028509
OAR9_91236055.1,9,100.005,96.95,105.363,86036770
OAR9_91399035.1,9,100.066,96.95,105.682,86194877
OAR9_91494818.1,9,100.13,96.95,105.766,86292492
OAR9_91505688.1,9,100.188,96.95,105.84,86306432
DU189970_325.1,9,100.188,96.95,105.84,86369277
OAR9_91639773.1,9,100.288,97.129,105.84,86431428
OAR9_91661512.1,9,100.288,97.129,105.84,86455870
OAR9_91721507.1,9,100.288,97.129,105.84,86514456
OAR9_91757013.1,9,100.288,97.129,105.84,86548217
OAR9_91786870.1,9,100.391,97.129,106.109,86576435
OAR9_91868246.1,9,100.391,97.129,106.109,86657121
OAR9_91876383_X.1,9,100.391,97.129,106.109,86665882
OAR9_91934740.1,9,100.391,97.129,106.109,86729634
s45598.1,9,100.522,97.129,106.416,86827905
OAR9_92200938.1,9,100.966,97.369,107.178,87004163
s60446.1,9,101.36,97.59,107.178,87056637
OAR9_92302903.1,9,101.38,97.59,108.028,87093273
OAR9_92354266.1,9,101.38,97.59,108.028,87143416
OAR9_92565566.1,9,101.38,97.59,108.028,87345047
OAR9_92616233.1,9,101.819,98.026,108.287,87399261
OAR9_92646707.1,9,101.875,98.635,108.287,87428194
OAR9_92683591.1,9,102.064,98.635,108.464,87462352
OAR9_92742676.1,9,102.241,98.635,108.629,87522567
s61600.1,9,102.241,98.635,108.629,87618519
OAR9_92965915.1,9,102.412,98.635,109.095,87717571
OAR9_92997466.1,9,102.412,98.635,109.095,87753428
OAR9_93048703.1,9,102.412,98.635,109.095,87803775
OAR9_93065765.1,9,102.412,98.635,109.095,87821229
OAR9_93104800.1,9,102.412,98.635,109.095,87852893
DU388321_396.1,9,102.68,99.02,109.095,87863057
s07693.1,9,103.22,99.405,110.001,88025309
OAR9_93526263.1,9,103.22,99.405,110.001,88090266
OAR9_93655617.1,9,103.22,99.405,110.001,88147612
OAR9_93788043.1,9,103.22,99.405,110.001,88282528
OAR9_93804352.1,9,103.22,99.405,110.001,88300307
OAR9_93913082.1,9,103.22,99.405,110.001,88387820
OAR9_93946383.1,9,103.22,99.405,110.001,88424154
s52817.1,9,103.22,99.405,110.001,88480059
s33129.1,9,103.22,99.405,110.001,88576469
OAR9_94172968.1,9,103.391,99.662,110.001,88641698
